"Date","Close","Open","High","Low","Vol","Change %"
"08/27/2010","7,260.1","7,203.2","7,317.1","7,089.3","1.82M","0.00%"
"08/26/2010","7,260.1","7,402.5","7,402.5","7,117.8","2.26M","0.79%"
"08/25/2010","7,203.2","7,317.1","7,402.5","7,203.2","4.15M","-4.89%"
"08/24/2010","7,573.3","7,744.1","7,801.1","7,573.3","3.04M","-4.32%"
"08/23/2010","7,915.0","7,971.9","8,000.4","7,915.0","1.04M","-2.46%"
"08/20/2010","8,114.3","7,971.9","8,114.3","7,858.0","1.77M","1.79%"
"08/19/2010","7,971.9","8,085.8","8,142.7","7,915.0","1.62M","-1.75%"
"08/18/2010","8,114.3","8,342.0","8,342.0","8,085.8","1.97M","-2.73%"
"08/17/2010","8,342.0","8,342.0","8,484.4","8,171.2","2.31M","-1.35%"
"08/16/2010","8,455.9","8,256.6","8,455.9","8,142.7","3.78M","4.95%"
"08/13/2010","8,057.3","7,715.7","8,057.3","7,687.2","3.11M","2.17%"
"08/12/2010","7,886.5","8,171.2","8,171.2","7,886.5","3.68M","-4.81%"
"08/11/2010","8,285.1","8,484.4","8,484.4","8,228.2","2.13M","0.00%"
"08/10/2010","8,285.1","8,541.3","8,569.8","8,142.7","3.96M","-2.68%"
"08/09/2010","8,512.9","8,854.5","8,854.5","8,512.9","2.33M","-4.17%"
"08/06/2010","8,883.0","8,968.4","8,968.4","8,883.0","1.80M","-0.95%"
"08/05/2010","8,968.4","9,110.8","9,110.8","8,911.5","1.48M","-0.32%"
"08/04/2010","8,996.9","9,110.8","9,110.8","8,968.4","2.15M","-1.86%"
"08/03/2010","9,167.7","9,196.2","9,310.1","9,167.7","2.62M","-0.31%"
"08/02/2010","9,196.2","9,281.6","9,338.5","9,196.2","1.55M","-1.52%"
"07/30/2010","9,338.5","9,310.1","9,480.9","9,310.1","2.11M","0.31%"
"07/29/2010","9,310.1","9,281.6","9,367.0","9,253.1","1.91M","0.31%"
"07/28/2010","9,281.6","9,338.5","9,395.5","9,253.1","1.91M","-1.21%"
"07/27/2010","9,395.5","9,395.5","9,509.4","9,367.0","2.64M","0.30%"
"07/26/2010","9,367.0","9,395.5","9,452.4","9,338.5","1.94M","-0.90%"
"07/23/2010","9,452.4","9,509.4","9,537.8","9,423.9","1.89M","-0.30%"
"07/22/2010","9,480.9","9,566.3","9,594.8","9,480.9","1.69M","-0.60%"
"07/21/2010","9,537.8","9,566.3","9,594.8","9,480.9","1.79M","-0.59%"
"07/20/2010","9,594.8","9,623.2","9,680.2","9,594.8","1.64M","-0.30%"
"07/19/2010","9,623.2","9,737.1","9,737.1","9,623.2","1.92M","-1.74%"
"07/16/2010","9,794.1","9,765.6","9,851.0","9,680.2","1.36M","-0.29%"
"07/15/2010","9,822.5","9,993.4","10,021.8","9,822.5","1.57M","-1.71%"
"07/14/2010","9,993.4","10,164.2","10,249.6","9,993.4","5.10M","1.15%"
"07/13/2010","9,879.5","9,594.8","9,879.5","9,509.4","3.55M","4.83%"
"07/12/2010","9,423.9","9,395.5","9,423.9","9,310.1","1.52M","0.61%"
"07/09/2010","9,367.0","9,423.9","9,452.4","9,367.0","1.63M","-0.30%"
"07/08/2010","9,395.5","9,566.3","9,594.8","9,395.5","1.33M","0.30%"
"07/07/2010","9,367.0","9,395.5","9,509.4","9,367.0","1.90M","-0.30%"
"07/06/2010","9,395.5","9,537.8","9,537.8","9,395.5","2.70M","-2.08%"
"07/05/2010","9,594.8","9,680.2","9,680.2","9,594.8","2.01M","-0.88%"
"07/02/2010","9,680.2","9,822.5","9,851.0","9,651.7","2.44M","-0.87%"
"07/01/2010","9,765.6","9,765.6","9,794.1","9,708.7","1.69M","-0.29%"
"06/30/2010","9,794.1","9,680.2","9,879.5","9,680.2","2.22M","-1.43%"
"06/29/2010","9,936.4","9,964.9","10,021.8","9,907.9","3.67M","0.00%"
"06/28/2010","9,936.4","9,964.9","10,021.8","9,907.9","2.10M","-0.29%"
"06/25/2010","9,964.9","10,078.8","10,107.2","9,964.9","2.85M","-1.96%"
"06/24/2010","10,164.2","10,135.7","10,192.7","10,135.7","2.23M","0.28%"
"06/23/2010","10,135.7","10,107.2","10,192.7","10,107.2","2.09M","-0.28%"
"06/22/2010","10,164.2","10,192.7","10,249.6","10,135.7","2.28M","-0.83%"
"06/21/2010","10,249.6","10,249.6","10,278.1","10,192.7","1.90M","0.56%"
"06/18/2010","10,192.7","10,192.7","10,221.1","10,164.2","1.82M","0.00%"
"06/17/2010","10,192.7","10,249.6","10,249.6","10,192.7","1.62M","-0.56%"
"06/16/2010","10,249.6","10,249.6","10,392.0","10,164.2","3.26M","1.12%"
"06/15/2010","10,135.7","10,164.2","10,249.6","10,135.7","2.09M","-0.84%"
"06/14/2010","10,221.1","10,278.1","10,306.5","10,221.1","2.41M","0.00%"
"06/11/2010","10,221.1","10,249.6","10,363.5","10,221.1","2.89M","0.56%"
"06/10/2010","10,164.2","10,135.7","10,192.7","10,107.2","1.60M","0.28%"
"06/09/2010","10,135.7","10,249.6","10,306.5","10,135.7","2.03M","-0.28%"
"06/08/2010","10,164.2","10,164.2","10,221.1","10,107.2","3.34M","-0.56%"
"06/07/2010","10,221.1","10,164.2","10,306.5","10,135.7","6.22M","-2.45%"
"06/04/2010","10,477.4","10,534.3","10,591.3","10,448.9","2.07M","-0.54%"
"06/03/2010","10,534.3","10,676.7","10,705.1","10,534.3","2.85M","0.00%"
"06/02/2010","10,534.3","10,505.8","10,591.3","10,420.4","3.31M","-0.80%"
"06/01/2010","10,619.7","10,619.7","10,676.7","10,505.8","3.08M","-0.53%"
"05/31/2010","10,676.7","10,762.1","10,790.6","10,534.3","4.32M","-1.57%"
"05/28/2010","10,847.5","10,705.1","10,961.4","10,591.3","6.84M","2.97%"
"05/27/2010","10,534.3","10,392.0","10,534.3","10,278.1","3.79M","0.54%"
"05/26/2010","10,477.4","10,591.3","10,591.3","10,448.9","3.94M","-0.27%"
"05/25/2010","10,505.8","10,534.3","10,676.7","10,363.5","5.02M","-0.54%"
"05/24/2010","10,562.8","10,392.0","10,562.8","10,164.2","6.54M","4.80%"
"05/21/2010","10,078.8","10,249.6","10,477.4","10,078.8","10.95M","-4.84%"
"05/20/2010","10,591.3","9,794.1","10,591.3","9,794.1","8.01M","4.79%"
"05/19/2010","10,107.2","10,448.9","10,477.4","10,107.2","6.60M","-3.27%"
"05/18/2010","10,448.9","10,533.2","10,617.4","10,364.6","5.31M","-0.80%"
"05/17/2010","10,533.2","10,954.5","10,954.5","10,533.2","6.57M","-4.09%"
"05/14/2010","10,982.6","11,066.8","11,207.3","10,982.6","5.22M","-0.76%"
"05/13/2010","11,066.8","11,235.4","11,319.6","10,982.6","6.45M","-0.25%"
"05/12/2010","11,094.9","11,347.7","11,375.8","11,094.9","7.24M","-3.66%"
"05/11/2010","11,516.3","11,656.7","11,684.8","11,460.1","8.14M","-0.48%"
"05/10/2010","11,572.4","11,797.1","11,853.3","11,572.4","7.73M","-3.06%"
"05/07/2010","11,937.6","11,937.6","12,049.9","11,797.1","3.86M","-1.39%"
"05/06/2010","12,106.1","12,274.6","12,330.8","12,106.1","4.06M","-1.37%"
"05/05/2010","12,274.6","12,330.8","12,415.1","12,246.6","3.19M","-1.13%"
"05/04/2010","12,415.1","12,387.0","12,555.5","12,274.6","4.37M","1.38%"
"04/29/2010","12,246.6","12,499.4","12,583.6","12,246.6","3.64M","-1.58%"
"04/28/2010","12,443.2","12,443.2","12,471.3","12,358.9","2.73M","-0.45%"
"04/27/2010","12,499.4","12,583.6","12,611.7","12,415.1","3.39M","-1.33%"
"04/26/2010","12,667.9","12,499.4","12,948.8","12,443.2","8.44M","2.04%"
"04/22/2010","12,415.1","11,965.7","12,415.1","11,937.6","7.93M","4.99%"
"04/21/2010","11,825.2","11,881.4","11,965.7","11,797.1","2.44M","-0.24%"
"04/20/2010","11,853.3","11,937.6","12,021.9","11,853.3","3.53M","-1.17%"
"04/19/2010","11,993.8","12,078.0","12,134.2","11,993.8","3.06M","-1.16%"
"04/16/2010","12,134.2","12,190.4","12,218.5","12,106.1","2.33M","0.00%"
"04/15/2010","12,134.2","12,218.5","12,218.5","12,134.2","2.60M","0.00%"
"04/14/2010","12,134.2","12,190.4","12,218.5","12,106.1","2.11M","-0.46%"
"04/13/2010","12,190.4","12,218.5","12,330.8","12,190.4","2.44M","0.23%"
"04/12/2010","12,162.3","12,274.6","12,330.8","12,134.2","2.69M","0.23%"
"04/09/2010","12,134.2","12,218.5","12,330.8","12,134.2","2.57M","-0.23%"
"04/08/2010","12,162.3","12,246.6","12,330.8","12,162.3","3.18M","-0.23%"
"04/07/2010","12,190.4","12,246.6","12,302.7","12,134.2","2.29M","-0.46%"
"04/06/2010","12,246.6","12,415.1","12,499.4","12,246.6","3.12M","-1.36%"
"04/05/2010","12,415.1","12,443.2","12,555.5","12,387.0","2.27M","0.68%"
"04/02/2010","12,330.8","12,330.8","12,499.4","12,218.5","3.49M","0.46%"
"04/01/2010","12,274.6","12,078.0","12,358.9","11,993.8","3.90M","1.16%"
"03/31/2010","12,134.2","12,134.2","12,358.9","12,134.2","3.53M","-0.69%"
"03/30/2010","12,218.5","12,527.4","12,611.7","12,218.5","3.86M","-3.33%"
"03/29/2010","12,639.8","13,004.9","13,004.9","12,639.8","5.30M","-2.81%"
"03/26/2010","13,004.9","13,370.1","13,398.2","12,920.7","15.91M","0.87%"
"03/25/2010","12,892.6","12,892.6","12,892.6","12,892.6","1.36M","4.91%"
"03/24/2010","12,288.7","12,288.7","12,358.9","12,218.5","16.05M","0.57%"
"03/23/2010","12,218.5","12,218.5","12,358.9","12,218.5","8.08M","-0.57%"
"03/22/2010","12,288.7","12,499.4","12,499.4","12,288.7","10.18M","-1.69%"
"03/19/2010","12,499.4","12,710.0","12,710.0","12,499.4","8.22M","-1.66%"
"03/18/2010","12,710.0","12,639.8","12,780.2","12,429.1","17.59M","2.84%"
"03/17/2010","12,358.9","12,639.8","12,639.8","12,358.9","8.54M","-1.12%"
"03/16/2010","12,499.4","12,850.5","12,850.5","12,358.9","14.46M","-2.20%"
"03/15/2010","12,780.2","12,920.7","12,990.9","12,710.0","6.62M","-0.55%"
"03/12/2010","12,850.5","12,850.5","12,850.5","12,710.0","6.76M","0.55%"
"03/11/2010","12,780.2","12,920.7","12,990.9","12,710.0","8.50M","-0.55%"
"03/10/2010","12,850.5","12,920.7","12,990.9","12,850.5","8.86M","-1.08%"
"03/09/2010","12,990.9","12,920.7","13,061.1","12,850.5","8.23M","0.54%"
"03/08/2010","12,920.7","12,710.0","12,990.9","12,710.0","13.46M","3.37%"
"03/05/2010","12,499.4","12,429.1","12,499.4","12,288.7","7.27M","1.14%"
"03/04/2010","12,358.9","12,358.9","12,569.6","12,288.7","10.45M","1.15%"
"03/03/2010","12,218.5","12,078.0","12,218.5","12,007.8","11.19M","1.75%"
"03/02/2010","12,007.8","12,007.8","12,218.5","11,937.6","8.98M","0.00%"
"03/01/2010","12,007.8","12,148.3","12,148.3","12,007.8","5.35M","-0.58%"
"02/26/2010","12,078.0","11,937.6","12,078.0","11,937.6","3.76M","0.58%"
"02/25/2010","12,007.8","12,007.8","12,148.3","11,937.6","6.40M","0.59%"
"02/24/2010","11,937.6","11,726.9","11,937.6","11,656.7","5.36M","1.80%"
"02/23/2010","11,726.9","11,867.4","11,937.6","11,726.9","3.43M","-2.91%"
"02/22/2010","12,078.0","12,148.3","12,218.5","12,078.0","2.32M","0.00%"
"02/12/2010","12,078.0","12,078.0","12,148.3","12,007.8","4.04M","0.58%"
"02/11/2010","12,007.8","11,937.6","12,007.8","11,797.1","2.84M","1.18%"
"02/10/2010","11,867.4","11,867.4","11,937.6","11,797.1","3.61M","0.60%"
"02/09/2010","11,797.1","11,797.1","11,867.4","11,656.7","3.14M","-1.18%"
"02/08/2010","11,937.6","11,867.4","11,937.6","11,726.9","3.13M","0.59%"
"02/05/2010","11,867.4","11,937.6","12,218.5","11,867.4","7.29M","-2.87%"
"02/04/2010","12,218.5","11,797.1","12,358.9","11,797.1","6.85M","3.57%"
"02/03/2010","11,797.1","11,726.9","11,797.1","11,656.7","3.87M","1.20%"
"02/02/2010","11,656.7","11,867.4","11,867.4","11,656.7","3.71M","-0.60%"
"02/01/2010","11,726.9","11,656.7","11,726.9","11,516.3","2.74M","1.21%"
"01/29/2010","11,586.5","11,516.3","11,656.7","11,305.6","4.52M","0.61%"
"01/28/2010","11,516.3","11,656.7","11,726.9","11,516.3","4.08M","-1.80%"
"01/27/2010","11,726.9","12,007.8","12,218.5","11,726.9","5.05M","-3.47%"
"01/26/2010","12,148.3","11,937.6","12,148.3","11,867.4","7.35M","4.85%"
"01/25/2010","11,586.5","11,656.7","11,726.9","11,516.3","4.66M","-0.60%"
"01/22/2010","11,656.7","11,446.0","11,656.7","11,235.4","4.93M","1.22%"
"01/21/2010","11,516.3","11,586.5","11,867.4","11,305.6","8.94M","-2.38%"
"01/20/2010","11,797.1","12,218.5","12,218.5","11,726.9","6.57M","-2.33%"
"01/19/2010","12,078.0","11,867.4","12,218.5","11,797.1","7.23M","2.38%"
"01/18/2010","11,797.1","12,148.3","12,218.5","11,797.1","11.64M","-4.55%"
"01/15/2010","12,358.9","12,429.1","12,710.0","12,218.5","6.17M","-2.22%"
"01/14/2010","12,639.8","12,990.9","12,990.9","12,569.6","7.29M","0.00%"
"01/13/2010","12,639.8","12,078.0","12,639.8","11,586.5","11.23M","4.65%"
"01/12/2010","12,078.0","12,639.8","12,780.2","12,078.0","10.45M","-4.97%"
"01/11/2010","12,710.0","12,920.7","12,920.7","12,569.6","7.96M","-0.55%"
"01/08/2010","12,780.2","13,342.0","13,412.2","12,780.2","14.45M","-1.62%"
"01/07/2010","12,990.9","13,412.2","13,482.5","12,990.9","14.11M","-2.63%"
"01/06/2010","13,342.0","12,990.9","13,622.9","12,990.9","16.18M","2.70%"
"01/05/2010","12,990.9","12,990.9","12,990.9","12,920.7","8.56M","4.52%"
"01/04/2010","12,429.1","12,288.7","12,429.1","12,288.7","2.06M","4.73%"
"12/31/2009","11,867.4","11,797.1","12,007.8","11,797.1","17.28M","3.68%"
"12/30/2009","11,446.0","11,168.6","11,654.2","11,099.2","8.80M","3.12%"
"12/29/2009","11,099.2","11,168.6","11,446.0","11,029.8","8.69M","-1.84%"
"12/28/2009","11,307.3","11,168.6","11,654.2","11,099.2","8.19M","0.00%"
"12/25/2009","11,307.3","11,099.2","11,307.3","11,099.2","8.97M","4.49%"
"12/24/2009","10,821.7","10,336.1","10,821.7","10,128.0","8.22M","4.70%"
"12/23/2009","10,336.1","10,197.4","10,474.9","10,197.4","8.07M","1.36%"
"12/22/2009","10,197.4","10,266.8","10,544.2","10,058.6","8.91M","0.00%"
"12/21/2009","10,197.4","10,197.4","10,197.4","9,989.3","6.67M","5.00%"
"12/18/2009","9,711.8","9,573.1","9,711.8","9,503.7","5.93M","4.48%"
"12/17/2009","9,295.6","8,879.4","9,295.6","8,810.0","6.40M","0.75%"
"12/16/2009","9,226.2","9,573.1","9,573.1","9,226.2","5.62M","-5.00%"
"12/15/2009","9,711.8","9,919.9","10,058.6","9,711.8","3.40M","-2.10%"
"12/14/2009","9,919.9","9,711.8","9,919.9","9,503.7","7.03M","4.38%"
"12/11/2009","9,503.7","9,642.4","9,850.5","9,503.7","9.73M","-4.86%"
"12/10/2009","9,989.3","10,405.5","10,405.5","9,989.3","6.08M","-2.04%"
"12/09/2009","10,197.4","10,266.8","10,405.5","10,128.0","10.15M","-3.92%"
"12/08/2009","10,613.6","10,891.1","10,960.5","10,544.2","4.16M","-3.17%"
"12/07/2009","10,960.5","10,960.5","11,029.8","10,821.7","3.73M","0.00%"
"12/04/2009","10,960.5","11,029.8","11,029.8","10,821.7","4.22M","0.64%"
"12/03/2009","10,891.1","10,821.7","10,891.1","10,474.9","7.58M","1.29%"
"12/02/2009","10,752.3","11,099.2","11,376.7","10,752.3","7.48M","-4.91%"
"12/01/2009","11,307.3","11,099.2","11,307.3","11,029.8","9.48M","4.49%"
"11/30/2009","10,821.7","10,544.2","10,821.7","10,336.1","7.93M","4.70%"
"11/27/2009","10,336.1","10,058.6","11,029.8","10,058.6","16.14M","-1.97%"
"11/26/2009","10,544.2","10,544.2","10,613.6","10,544.2","6.03M","-5.00%"
"11/25/2009","11,099.2","11,446.0","11,515.4","11,099.2","15.89M","-4.76%"
"11/24/2009","11,654.2","11,931.6","11,931.6","11,584.8","9.87M","-1.75%"
"11/23/2009","11,862.3","12,209.1","12,347.9","11,792.9","9.97M","-3.39%"
"11/20/2009","12,278.5","12,417.2","12,764.1","12,278.5","12.21M","-1.12%"
"11/19/2009","12,417.2","11,931.6","12,417.2","11,862.3","18.95M","4.68%"
"11/18/2009","11,862.3","11,792.9","11,862.3","11,654.2","6.35M","0.59%"
"11/17/2009","11,792.9","11,792.9","11,862.3","11,584.8","6.53M","0.59%"
"11/16/2009","11,723.5","11,931.6","12,070.4","11,723.5","6.88M","-1.74%"
"11/13/2009","11,931.6","11,584.8","12,001.0","11,584.8","9.52M","0.58%"
"11/12/2009","11,862.3","11,792.9","12,070.4","11,654.2","8.93M","1.18%"
"11/11/2009","11,723.5","11,515.4","11,723.5","11,307.3","11.62M","2.42%"
"11/10/2009","11,446.0","11,792.9","11,862.3","11,168.6","13.43M","-2.37%"
"11/09/2009","11,723.5","12,001.0","12,139.7","11,723.5","10.00M","-4.52%"
"11/06/2009","12,278.5","12,764.1","12,833.4","12,278.5","11.38M","-1.12%"
"11/05/2009","12,417.2","12,070.4","12,486.6","12,001.0","11.35M","3.47%"
"11/04/2009","12,001.0","12,209.1","12,347.9","11,792.9","12.29M","-0.57%"
"11/03/2009","12,070.4","12,278.5","12,417.2","12,070.4","24.02M","-4.92%"
"11/02/2009","12,694.7","12,764.1","12,833.4","12,694.7","8.87M","-4.69%"
"10/30/2009","13,319.0","13,596.5","13,596.5","13,180.3","13.71M","2.13%"
"10/29/2009","13,041.6","13,180.3","13,249.7","12,972.2","19.73M","-4.08%"
"10/28/2009","13,596.5","13,735.3","13,874.0","13,457.8","15.69M","0.00%"
"10/27/2009","13,596.5","13,596.5","13,804.6","13,249.7","18.37M","-2.00%"
"10/26/2009","13,874.0","14,567.7","14,845.2","13,804.6","19.72M","-1.96%"
"10/23/2009","14,151.5","14,983.9","15,261.4","14,151.5","27.82M","-4.67%"
"10/22/2009","14,845.2","14,845.2","14,845.2","14,567.7","26.73M","4.90%"
"10/21/2009","14,151.5","14,151.5","14,151.5","14,151.5","4.02M","4.62%"
"10/20/2009","13,527.1","13,388.4","13,527.1","13,110.9","21.46M","4.84%"
"10/19/2009","12,902.8","12,625.3","13,110.9","12,556.0","27.91M","2.76%"
"10/16/2009","12,556.0","12,139.7","12,556.0","11,931.6","36.45M","4.62%"
"10/15/2009","12,001.0","12,001.0","12,001.0","11,654.2","27.21M","4.85%"
"10/14/2009","11,446.0","11,099.2","11,446.0","11,029.8","14.90M","3.12%"
"10/13/2009","11,099.2","11,237.9","11,376.7","11,099.2","7.45M","-2.44%"
"10/12/2009","11,376.7","11,307.3","11,446.0","11,237.9","9.82M","2.50%"
"10/09/2009","11,099.2","11,099.2","11,168.6","10,960.5","8.72M","1.91%"
"10/08/2009","10,891.1","10,891.1","11,029.8","10,752.3","7.31M","0.00%"
"10/07/2009","10,891.1","10,683.0","10,960.5","10,683.0","8.00M","3.29%"
"10/06/2009","10,544.2","10,752.3","10,821.7","10,544.2","9.11M","-1.30%"
"10/05/2009","10,683.0","10,960.5","10,960.5","10,613.6","9.19M","-1.91%"
"10/02/2009","10,891.1","10,891.1","11,099.2","10,683.0","18.82M","-3.09%"
"10/01/2009","11,237.9","11,446.0","11,515.4","11,237.9","12.17M","-2.41%"
"09/30/2009","11,515.4","11,792.9","11,862.3","11,515.4","12.92M","-2.35%"
"09/29/2009","11,792.9","12,347.9","12,347.9","11,792.9","22.45M","0.00%"
"09/28/2009","11,792.9","11,792.9","11,792.9","11,792.9","6.61M","4.94%"
"09/25/2009","11,237.9","11,099.2","11,237.9","11,029.8","10.67M","1.25%"
"09/24/2009","11,099.2","11,237.9","11,515.4","11,099.2","12.36M","-2.44%"
"09/23/2009","11,376.7","11,654.2","11,723.5","11,376.7","17.35M","1.86%"
"09/22/2009","11,168.6","10,821.7","11,376.7","10,752.3","18.37M","2.55%"
"09/21/2009","10,891.1","11,029.8","11,099.2","10,891.1","11.56M","-1.26%"
"09/18/2009","11,029.8","10,821.7","11,029.8","10,752.3","12.39M","0.63%"
"09/17/2009","10,960.5","11,168.6","11,168.6","10,752.3","13.98M","-1.86%"
"09/16/2009","11,168.6","11,515.4","11,515.4","11,168.6","13.42M","0.00%"
"09/15/2009","11,168.6","11,099.2","11,168.6","10,891.1","21.26M","4.55%"
"09/14/2009","10,683.0","10,544.2","10,960.5","10,474.9","13.09M","1.99%"
"09/11/2009","10,474.9","10,544.2","10,613.6","10,405.5","10.81M","0.67%"
"09/10/2009","10,405.5","10,266.8","10,544.2","10,266.8","12.45M","0.00%"
"09/09/2009","10,405.5","10,613.6","10,683.0","10,405.5","12.15M","0.00%"
"09/08/2009","10,405.5","10,336.1","10,405.5","10,128.0","8.50M","2.74%"
"09/07/2009","10,128.0","10,266.8","10,336.1","9,919.9","14.41M","-1.35%"
"09/04/2009","10,266.8","10,613.6","10,752.3","10,128.0","15.42M","-3.27%"
"09/03/2009","10,613.6","10,613.6","10,821.7","10,544.2","10.59M","-1.29%"
"09/01/2009","10,752.3","10,613.6","10,960.5","10,474.9","15.49M","1.31%"
"08/31/2009","10,613.6","10,405.5","10,613.6","10,405.5","15.92M","4.79%"
"08/28/2009","10,128.0","10,128.0","10,197.4","9,989.3","9.25M","0.69%"
"08/27/2009","10,058.6","10,197.4","10,197.4","10,058.6","9.35M","-1.36%"
"08/26/2009","10,197.4","10,266.8","10,336.1","10,128.0","10.75M","0.00%"
"08/25/2009","10,197.4","10,266.8","10,336.1","10,128.0","10.38M","-0.68%"
"08/24/2009","10,266.8","10,128.0","10,474.9","10,128.0","10.70M","2.07%"
"08/21/2009","10,058.6","10,266.8","10,266.8","10,058.6","25.70M","2.84%"
"08/20/2009","9,781.2","9,850.5","9,919.9","9,711.8","8.12M","0.00%"
"08/19/2009","9,781.2","9,642.4","9,781.2","9,573.1","10.61M","2.17%"
"08/18/2009","9,573.1","9,642.4","9,711.8","9,503.7","11.92M","-0.72%"
"08/17/2009","9,642.4","9,850.5","9,989.3","9,642.4","7.88M","-2.80%"
"08/14/2009","9,919.9","9,781.2","9,919.9","9,711.8","10.16M","1.42%"
"08/13/2009","9,781.2","9,919.9","9,989.3","9,781.2","10.96M","0.71%"
"08/12/2009","9,711.8","9,989.3","9,989.3","9,711.8","13.87M","-0.71%"
"08/11/2009","9,781.2","9,711.8","9,989.3","9,711.8","8.47M","-0.70%"
"08/10/2009","9,850.5","9,642.4","9,919.9","9,573.1","12.38M","3.65%"
"08/07/2009","9,503.7","9,642.4","9,711.8","9,503.7","9.72M","-1.44%"
"08/06/2009","9,642.4","9,850.5","10,128.0","9,642.4","13.75M","-1.42%"
"08/05/2009","9,781.2","9,364.9","9,781.2","9,364.9","15.14M","2.92%"
"08/04/2009","9,503.7","9,434.3","9,573.1","9,295.6","18.13M","3.79%"
"08/03/2009","9,156.8","9,018.1","9,434.3","9,018.1","10.32M","0.00%"
"07/31/2009","9,156.8","9,018.1","9,156.8","8,879.4","14.07M","4.76%"
"07/30/2009","8,740.6","8,740.6","8,948.7","8,463.1","10.93M","-1.56%"
"07/29/2009","8,879.4","9,295.6","9,295.6","8,879.4","11.45M","-0.77%"
"07/28/2009","8,948.7","8,948.7","8,948.7","8,879.4","33.31M","4.88%"
"07/27/2009","8,532.5","8,532.5","8,532.5","8,532.5","4.47M","4.24%"
"07/24/2009","8,185.7","8,185.7","8,185.7","8,185.7","906.70K","4.43%"
"07/23/2009","7,838.8","7,353.2","7,838.8","7,283.8","6.92M","4.63%"
"07/22/2009","7,492.0","7,769.4","7,769.4","7,492.0","5.95M","-1.82%"
"07/21/2009","7,630.7","7,700.1","7,908.2","7,630.7","7.91M","-1.79%"
"07/20/2009","7,769.4","7,838.8","7,977.5","7,769.4","7.78M","-4.27%"
"07/17/2009","8,116.3","8,185.7","8,255.0","8,046.9","7.68M","-2.50%"
"07/16/2009","8,324.4","8,601.9","8,601.9","8,324.4","9.61M","0.00%"
"07/15/2009","8,324.4","8,324.4","8,463.1","8,185.7","6.94M","2.56%"
"07/14/2009","8,116.3","8,324.4","8,393.8","8,046.9","8.53M","-2.50%"
"07/13/2009","8,324.4","8,740.6","8,740.6","8,324.4","10.43M","-4.76%"
"07/10/2009","8,740.6","8,810.0","8,879.4","8,463.1","9.82M","-1.56%"
"07/09/2009","8,879.4","8,948.7","9,087.5","8,810.0","5.79M","-1.54%"
"07/08/2009","9,018.1","8,948.7","9,087.5","8,810.0","5.83M","0.78%"
"07/07/2009","8,948.7","9,087.5","9,434.3","8,948.7","7.68M","-1.53%"
"07/06/2009","9,087.5","8,879.4","9,087.5","8,740.6","6.75M","4.80%"
"07/03/2009","8,671.2","8,532.5","8,810.0","8,532.5","7.45M","-0.79%"
"07/02/2009","8,740.6","8,463.1","8,879.4","8,185.7","12.39M","3.28%"
"07/01/2009","8,463.1","8,463.1","8,601.9","8,463.1","7.73M","-4.69%"
"06/30/2009","8,879.4","9,295.6","9,295.6","8,879.4","9.24M","-4.48%"
"06/29/2009","9,295.6","9,226.2","9,434.3","9,156.8","9.29M","0.75%"
"06/26/2009","9,226.2","8,810.0","9,226.2","8,740.6","10.59M","4.72%"
"06/25/2009","8,810.0","9,018.1","9,018.1","8,810.0","22.18M","2.42%"
"06/24/2009","8,601.9","8,601.9","8,601.9","8,601.9","3.01M","4.20%"
"06/23/2009","8,255.0","8,255.0","8,393.8","8,255.0","15.58M","-4.80%"
"06/22/2009","8,671.2","8,740.6","8,810.0","8,671.2","12.67M","-4.58%"
"06/19/2009","9,087.5","9,434.3","9,503.7","9,018.1","14.08M","-3.68%"
"06/18/2009","9,434.3","9,711.8","9,711.8","9,295.6","10.89M","-1.45%"
"06/17/2009","9,573.1","9,226.2","9,573.1","9,226.2","24.65M","-1.43%"
"06/16/2009","9,711.8","9,711.8","9,711.8","9,711.8","1.14M","-4.76%"
"06/15/2009","10,197.4","10,197.4","10,752.3","10,197.4","14.40M","-4.55%"
"06/12/2009","10,683.0","11,376.7","11,376.7","10,613.6","15.53M","-2.53%"
"06/11/2009","10,960.5","10,683.0","10,960.5","10,544.2","16.80M","4.64%"
"06/10/2009","10,474.9","10,613.6","10,683.0","10,474.9","16.90M","-4.43%"
"06/09/2009","10,960.5","10,544.2","10,960.5","10,474.9","18.82M","4.64%"
"06/08/2009","10,474.9","10,474.9","10,474.9","10,474.9","1.53M","4.86%"
"06/05/2009","9,989.3","9,989.3","9,989.3","9,989.3","4.79M","4.35%"
"06/04/2009","9,573.1","9,573.1","9,573.1","9,434.3","16.14M","4.55%"
"06/03/2009","9,156.8","8,948.7","9,295.6","8,948.7","22.53M","2.33%"
"06/02/2009","8,948.7","8,948.7","8,948.7","8,948.7","3.12M","4.88%"
"06/01/2009","8,532.5","8,463.1","8,532.5","8,255.0","10.88M","4.24%"
"05/29/2009","8,185.7","8,185.7","8,324.4","7,908.2","14.74M","0.00%"
"05/28/2009","8,185.7","8,393.8","8,601.9","8,185.7","20.00M","-4.84%"
"05/27/2009","8,601.9","8,532.5","8,948.7","8,393.8","21.42M","0.81%"
"05/26/2009","8,532.5","8,532.5","8,532.5","8,324.4","15.61M","4.24%"
"05/25/2009","8,185.7","8,185.7","8,185.7","8,185.7","2.21M","4.43%"
"05/22/2009","7,838.8","7,630.7","7,908.2","7,561.3","24.54M","-0.88%"
